date,datetime,cash_type,card,money,coffee_name
2024-04-14,2024-04-14 14:25:18.122,card,ANON-0000-0000-0012,28.9,Americano
2024-04-14,2024-04-14 15:46:27.733,card,ANON-0000-0000-0017,38.7,Cappuccino
2024-04-14,2024-04-14 16:59:54.823,card,ANON-0000-0000-0012,28.9,Cortado
2024-04-14,2024-04-14 17:00:45.387,card,ANON-0000-0000-0019,38.7,Latte
2024-04-14,2024-04-14 18:38:19.649,card,ANON-0000-0000-0115,38.7,Cappuccino
2024-04-15,2024-04-15 11:45:24.619,card,ANON-0000-0000-0064,28.9,Americano
2024-04-15,2024-04-15 17:01:46.359,card,ANON-0000-0000-0003,28.9,Americano
2024-04-15,2024-04-15 17:02:49.748,card,ANON-0000-0000-0004,33.8,Americano with Milk
2024-04-15,2024-04-15 19:33:03.036,card,ANON-0000-0000-0009,33.8,Americano with Milk
2024-04-15,2024-04-15 19:41:58.112,cash,,25.0,Espresso
2024-04-16,2024-04-16 10:43:49.907,cash,,35.0,Americano with Milk
2024-04-16,2024-04-16 10:46:25.706,card,ANON-0000-0000-0116,33.8,Americano with Milk
2024-04-16,2024-04-16 12:40:47.675,card,ANON-0000-0000-0117,38.7,Cocoa
2024-04-16,2024-04-16 12:52:07.750,card,ANON-0000-0000-0064,28.9,Cortado
2024-04-16,2024-04-16 15:03:16.889,card,ANON-0000-0000-0118,28.9,Americano
2024-04-16,2024-04-16 17:42:04.208,card,ANON-0000-0000-0024,33.8,Americano with Milk
2024-04-16,2024-04-16 17:43:22.960,card,ANON-0000-0000-0009,38.7,Cappuccino
2024-04-16,2024-04-16 18:09:05.273,card,ANON-0000-0000-0050,38.7,Cocoa
2024-04-17,2024-04-17 13:32:59.792,card,ANON-0000-0000-0012,28.9,Americano
2024-04-17,2024-04-17 13:44:00.181,card,ANON-0000-0000-0119,24.0,Espresso
2024-04-17,2024-04-17 16:13:24.310,cash,,40.0,Cappuccino
2024-04-17,2024-04-17 17:01:35.149,card,ANON-0000-0000-0120,38.7,Cappuccino
2024-04-17,2024-04-17 17:02:40.687,card,ANON-0000-0000-0120,38.7,Cappuccino
2024-04-17,2024-04-17 18:14:03.229,card,ANON-0000-0000-0121,28.9,Cortado
2024-04-18,2024-04-18 11:19:01.693,card,ANON-0000-0000-0003,28.9,Americano
2024-04-18,2024-04-18 11:20:05.696,card,ANON-0000-0000-0003,28.9,Americano
2024-04-18,2024-04-18 13:49:12.720,card,ANON-0000-0000-0122,33.8,Americano with Milk
2024-04-18,2024-04-18 13:50:17.285,card,ANON-0000-0000-0122,28.9,Cortado
2024-04-18,2024-04-18 14:34:19.818,card,ANON-0000-0000-0123,38.7,Cappuccino
2024-04-18,2024-04-18 14:35:49.354,card,ANON-0000-0000-0123,38.7,Latte
2024-04-18,2024-04-18 17:44:15.791,card,ANON-0000-0000-0069,38.7,Latte
2024-04-18,2024-04-18 18:21:05.945,card,ANON-0000-0000-0085,38.7,Cappuccino
2024-04-18,2024-04-18 19:39:51.193,card,ANON-0000-0000-0024,38.7,Hot Chocolate
2024-04-18,2024-04-18 19:40:48.954,card,ANON-0000-0000-0009,38.7,Hot Chocolate
2024-04-19,2024-04-19 10:10:36.254,card,ANON-0000-0000-0001,38.7,Latte
2024-04-19,2024-04-19 13:11:47.848,card,ANON-0000-0000-0040,33.8,Americano with Milk
2024-04-19,2024-04-19 13:13:20.876,card,ANON-0000-0000-0040,38.7,Cappuccino
2024-04-19,2024-04-19 13:58:54.064,card,ANON-0000-0000-0124,38.7,Hot Chocolate
2024-04-19,2024-04-19 13:59:49.690,card,ANON-0000-0000-0124,38.7,Cappuccino
2024-04-19,2024-04-19 18:23:19.311,card,ANON-0000-0000-0024,38.7,Cocoa
2024-04-19,2024-04-19 18:25:33.440,card,ANON-0000-0000-0009,33.8,Americano with Milk
2024-04-20,2024-04-20 11:24:42.681,cash,,35.0,Americano with Milk
2024-04-20,2024-04-20 12:08:35.701,card,ANON-0000-0000-0125,33.8,Americano with Milk
2024-04-20,2024-04-20 12:09:42.664,card,ANON-0000-0000-0125,33.8,Americano with Milk
2024-04-20,2024-04-20 13:08:37.378,card,ANON-0000-0000-0118,28.9,Americano
2024-04-20,2024-04-20 13:09:47.905,card,ANON-0000-0000-0118,33.8,Americano with Milk
2024-04-20,2024-04-20 13:10:55.151,card,ANON-0000-0000-0118,38.7,Hot Chocolate
2024-04-20,2024-04-20 14:44:18.118,card,ANON-0000-0000-0040,38.7,Cappuccino
2024-04-20,2024-04-20 15:11:00.330,card,ANON-0000-0000-0009,33.8,Americano with Milk
2024-04-20,2024-04-20 15:22:40.717,card,ANON-0000-0000-0012,32.82,Americano with Milk
2024-04-20,2024-04-20 15:49:25.148,card,ANON-0000-0000-0126,32.82,Americano with Milk
2024-04-20,2024-04-20 17:07:57.969,cash,,39.0,Cocoa
2024-04-20,2024-04-20 18:27:41.496,card,ANON-0000-0000-0127,37.72,Cappuccino
2024-04-20,2024-04-20 18:28:46.900,card,ANON-0000-0000-0127,37.72,Cappuccino
2024-04-20,2024-04-20 19:30:55.317,card,ANON-0000-0000-0128,37.72,Latte
2024-04-21,2024-04-21 11:16:45.707,card,ANON-0000-0000-0001,37.72,Latte
2024-04-21,2024-04-21 14:15:37.541,card,ANON-0000-0000-0099,27.92,Americano
2024-04-21,2024-04-21 17:09:03.199,cash,,39.0,Cappuccino
2024-04-22,2024-04-22 11:09:16.412,card,ANON-0000-0000-0012,27.92,Americano
2024-04-22,2024-04-22 11:29:27.099,card,ANON-0000-0000-0129,32.82,Americano with Milk
2024-04-22,2024-04-22 18:40:33.024,cash,,39.0,Latte
2024-04-22,2024-04-22 19:39:04.759,card,ANON-0000-0000-0009,37.72,Latte
2024-04-22,2024-04-22 20:02:29.165,cash,,39.0,Cappuccino
2024-04-23,2024-04-23 14:22:35.995,card,ANON-0000-0000-0025,37.72,Cappuccino
2024-04-23,2024-04-23 14:23:53.144,card,ANON-0000-0000-0024,32.82,Americano with Milk
2024-04-23,2024-04-23 14:24:57.515,card,ANON-0000-0000-0009,37.72,Cappuccino
2024-04-23,2024-04-23 19:42:27.765,card,ANON-0000-0000-0130,32.82,Americano with Milk
2024-04-23,2024-04-23 19:43:26.234,card,ANON-0000-0000-0130,32.82,Americano with Milk
2024-04-24,2024-04-24 10:19:38.346,card,ANON-0000-0000-0001,37.72,Latte
2024-04-24,2024-04-24 10:21:27.287,card,ANON-0000-0000-0131,32.82,Americano with Milk
2024-04-24,2024-04-24 11:23:46.102,card,ANON-0000-0000-0132,32.82,Americano with Milk
2024-04-24,2024-04-24 11:33:26.347,card,ANON-0000-0000-0133,32.82,Americano with Milk
2024-04-24,2024-04-24 12:39:09.298,card,ANON-0000-0000-0059,32.82,Americano with Milk
2024-04-24,2024-04-24 16:39:07.423,card,ANON-0000-0000-0009,32.82,Americano with Milk
2024-04-24,2024-04-24 19:39:49.983,card,ANON-0000-0000-0134,32.82,Americano with Milk
2024-04-24,2024-04-24 19:40:54.031,card,ANON-0000-0000-0134,37.72,Cappuccino
2024-04-25,2024-04-25 10:46:08.057,card,ANON-0000-0000-0135,27.92,Americano
2024-04-25,2024-04-25 15:18:26.971,card,ANON-0000-0000-0009,37.72,Latte
2024-04-25,2024-04-25 17:09:43.534,card,ANON-0000-0000-0012,27.92,Americano
2024-04-25,2024-04-25 17:10:49.153,card,ANON-0000-0000-0012,27.92,Americano
2024-04-26,2024-04-26 10:12:50.618,card,ANON-0000-0000-0001,37.72,Latte
2024-04-26,2024-04-26 12:01:30.580,card,ANON-0000-0000-0136,37.72,Latte
2024-04-26,2024-04-26 13:31:28.297,card,ANON-0000-0000-0137,37.72,Cappuccino
2024-04-26,2024-04-26 15:32:35.390,card,ANON-0000-0000-0012,27.92,Americano
2024-04-26,2024-04-26 15:33:33.132,card,ANON-0000-0000-0012,27.92,Americano
2024-04-26,2024-04-26 16:23:26.514,card,ANON-0000-0000-0138,27.92,Cortado
2024-04-26,2024-04-26 16:24:33.800,card,ANON-0000-0000-0139,27.92,Americano
2024-04-26,2024-04-26 19:32:07.112,card,ANON-0000-0000-0009,37.72,Hot Chocolate
2024-04-26,2024-04-26 19:33:30.220,card,ANON-0000-0000-0009,37.72,Cocoa
2024-04-27,2024-04-27 15:27:00.680,card,ANON-0000-0000-0009,37.72,Cappuccino
2024-04-28,2024-04-28 10:32:52.479,card,ANON-0000-0000-0001,37.72,Latte
2024-04-28,2024-04-28 12:30:09.749,card,ANON-0000-0000-0140,37.72,Cappuccino
2024-04-28,2024-04-28 18:27:08.230,card,ANON-0000-0000-0012,27.92,Americano
2024-04-28,2024-04-28 18:28:11.411,card,ANON-0000-0000-0012,27.92,Americano
2024-04-28,2024-04-28 18:29:02.374,card,ANON-0000-0000-0019,37.72,Latte
2024-04-29,2024-04-29 11:26:31.871,card,ANON-0000-0000-0141,27.92,Cortado
2024-04-29,2024-04-29 13:27:56.949,card,ANON-0000-0000-0003,27.92,Americano
2024-04-29,2024-04-29 13:28:53.899,card,ANON-0000-0000-0003,27.92,Cortado
2024-04-29,2024-04-29 13:53:35.730,card,ANON-0000-0000-0141,27.92,Cortado
2024-04-29,2024-04-29 13:54:24.357,card,ANON-0000-0000-0141,32.82,Americano with Milk
2024-04-29,2024-04-29 18:37:48.406,card,ANON-0000-0000-0140,37.72,Cappuccino
2024-04-29,2024-04-29 19:12:33.194,card,ANON-0000-0000-0134,37.72,Cappuccino
2024-04-29,2024-04-29 19:13:37.878,card,ANON-0000-0000-0134,37.72,Cappuccino
2024-04-30,2024-04-30 10:16:41.493,card,ANON-0000-0000-0142,37.72,Latte
2024-04-30,2024-04-30 10:34:52.250,card,ANON-0000-0000-0142,32.82,Americano with Milk
2024-04-30,2024-04-30 10:35:47.617,card,ANON-0000-0000-0142,32.82,Americano with Milk
2024-04-30,2024-04-30 13:41:52.325,card,ANON-0000-0000-0142,27.92,Americano
2024-04-30,2024-04-30 13:42:59.977,card,ANON-0000-0000-0142,32.82,Americano with Milk
2024-04-30,2024-04-30 19:19:18.139,card,ANON-0000-0000-0142,37.72,Cappuccino
2024-04-30,2024-04-30 19:30:04.003,card,ANON-0000-0000-0142,32.82,Americano with Milk
2024-04-30,2024-04-30 19:31:20.952,card,ANON-0000-0000-0142,37.72,Latte
